tanggal,id_produk,nama_produk,kategori_produk,harga_satuan,stok_awal,stok_akhir,jumlah_terjual,total_penjualan,diskon_persen,promo_aktif,biaya_promosi,kanal_penjualan,hari_dalam_minggu,akhir_pekan,bulan,musim_ramadan_lebaran,cuaca,jumlah_pengunjung,rating_produk
2024-05-01,P004,Kaos basic,fashion,65000,13,6,7,455000,0,0,0,online,Wednesday,0,5,0,cerah,102,4.3
2024-05-01,P005,Hijab polos,fashion,42500,25,3,22,935000,0,0,0,online,Wednesday,0,5,0,cerah,102,4.5
2024-05-01,P006,Sandal harian,fashion,54500,17,10,7,381500,0,0,0,offline,Wednesday,0,5,0,cerah,102,4.3
2024-05-01,P007,Sabun cuci literan,kebutuhan_rumah,18500,50,6,44,732600,10,1,81400,offline,Wednesday,0,5,0,cerah,102,4.4
2024-05-01,P008,Beras 5 kg,kebutuhan_rumah,75500,18,6,12,906000,0,0,0,offline,Wednesday,0,5,0,cerah,102,4.6
2024-05-01,P009,Minyak goreng 1 liter,kebutuhan_rumah,21000,62,27,35,735000,0,0,0,campuran,Wednesday,0,5,0,cerah,102,4.5
2024-05-01,P010,Aksesori ponsel,aksesoris,24000,45,14,31,632400,15,1,111600,campuran,Wednesday,0,5,0,cerah,102,4.0
2024-05-01,P011,Buket mini,kerajinan,47500,11,3,8,380000,0,0,0,online,Wednesday,0,5,0,cerah,102,4.9
2024-05-01,P012,Paket hampers,kerajinan,97000,12,4,8,776000,0,0,0,online,Wednesday,0,5,0,cerah,102,4.4
2024-05-02,P001,Paket nasi lauk,makanan_minuman,18000,44,9,35,630000,0,0,0,offline,Thursday,0,5,0,hujan_ringan,82,4.5
2024-05-02,P002,Minuman kopi susu,makanan_minuman,15500,50,24,26,403000,0,0,0,online,Thursday,0,5,0,hujan_ringan,82,4.3
2024-05-02,P003,Snack kemasan lokal,makanan_minuman,9500,60,17,43,408500,0,0,0,offline,Thursday,0,5,0,hujan_ringan,82,4.2
2024-05-02,P004,Kaos basic,fashion,62500,14,7,7,437500,0,0,0,offline,Thursday,0,5,0,hujan_ringan,82,4.2
2024-05-02,P005,Hijab polos,fashion,40500,19,9,10,405000,0,0,0,offline,Thursday,0,5,0,hujan_ringan,82,4.6
2024-05-02,P006,Sandal harian,fashion,53500,12,0,12,642000,0,0,0,offline,Thursday,0,5,0,hujan_ringan,82,4.3
2024-05-02,P007,Sabun cuci literan,kebutuhan_rumah,18500,27,5,22,407000,0,0,0,offline,Thursday,0,5,0,hujan_ringan,82,4.2
2024-05-02,P008,Beras 5 kg,kebutuhan_rumah,70000,16,9,7,490000,0,0,0,campuran,Thursday,0,5,0,hujan_ringan,82,4.5
2024-05-02,P009,Minyak goreng 1 liter,kebutuhan_rumah,20000,34,20,14,280000,0,0,0,online,Thursday,0,5,0,hujan_ringan,82,4.4
2024-05-02,P010,Aksesori ponsel,aksesoris,23500,22,4,18,423000,0,0,0,campuran,Thursday,0,5,0,hujan_ringan,82,3.9
2024-05-02,P011,Buket mini,kerajinan,42500,15,9,6,255000,0,0,0,campuran,Thursday,0,5,0,hujan_ringan,82,4.4
2024-05-02,P012,Paket hampers,kerajinan,94000,9,5,4,338400,10,1,37600,offline,Thursday,0,5,0,hujan_ringan,82,4.6
2024-05-03,P001,Paket nasi lauk,makanan_minuman,18000,43,21,22,396000,0,0,0,online,Friday,0,5,0,hujan_ringan,80,4.2
2024-05-03,P002,Minuman kopi susu,makanan_minuman,16000,67,33,34,544000,0,0,0,campuran,Friday,0,5,0,hujan_ringan,80,4.3
2024-05-03,P003,Snack kemasan lokal,makanan_minuman,9500,61,34,27,256500,0,0,0,online,Friday,0,5,0,hujan_ringan,80,4.1
2024-05-03,P004,Kaos basic,fashion,68500,12,6,6,411000,0,0,0,online,Friday,0,5,0,hujan_ringan,80,4.4
2024-05-03,P005,Hijab polos,fashion,39500,28,11,17,671500,0,0,0,online,Friday,0,5,0,hujan_ringan,80,4.4
2024-05-03,P006,Sandal harian,fashion,54000,21,9,12,583200,10,1,64800,offline,Friday,0,5,0,hujan_ringan,80,4.2
2024-05-03,P007,Sabun cuci literan,kebutuhan_rumah,16500,28,12,16,264000,0,0,0,offline,Friday,0,5,0,hujan_ringan,80,4.2
2024-05-03,P008,Beras 5 kg,kebutuhan_rumah,72500,19,10,9,652500,0,0,0,offline,Friday,0,5,0,hujan_ringan,80,4.8
2024-05-03,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,30,3,27,526500,0,0,0,offline,Friday,0,5,0,hujan_ringan,80,4.4
2024-05-03,P010,Aksesori ponsel,aksesoris,24500,27,0,27,661500,0,0,0,campuran,Friday,0,5,0,hujan_ringan,80,4.0
2024-05-03,P011,Buket mini,kerajinan,44500,10,3,7,311500,0,0,0,online,Friday,0,5,0,hujan_ringan,80,4.9
2024-05-03,P012,Paket hampers,kerajinan,93000,7,4,3,279000,0,0,0,offline,Friday,0,5,0,hujan_ringan,80,4.9
2024-05-04,P001,Paket nasi lauk,makanan_minuman,17000,90,35,55,935000,0,0,0,offline,Saturday,1,5,0,cerah,167,4.5
2024-05-04,P002,Minuman kopi susu,makanan_minuman,14500,137,61,76,1102000,0,0,0,campuran,Saturday,1,5,0,cerah,167,4.4
2024-05-04,P003,Snack kemasan lokal,makanan_minuman,9000,158,51,107,914800,5,1,48200,campuran,Saturday,1,5,0,cerah,167,4.4
2024-05-04,P004,Kaos basic,fashion,64500,25,10,15,967500,0,0,0,offline,Saturday,1,5,0,cerah,167,4.2
2024-05-04,P005,Hijab polos,fashion,41500,42,8,34,1411000,0,0,0,campuran,Saturday,1,5,0,cerah,167,4.7
2024-05-04,P006,Sandal harian,fashion,56500,24,5,19,1073500,0,0,0,campuran,Saturday,1,5,0,cerah,167,4.1
2024-05-04,P007,Sabun cuci literan,kebutuhan_rumah,17500,35,0,35,612500,0,0,0,online,Saturday,1,5,0,cerah,167,4.2
2024-05-04,P008,Beras 5 kg,kebutuhan_rumah,64500,29,5,24,1548000,0,0,0,offline,Saturday,1,5,0,cerah,167,4.5
2024-05-04,P009,Minyak goreng 1 liter,kebutuhan_rumah,20000,75,36,39,780000,0,0,0,offline,Saturday,1,5,0,cerah,167,4.4
2024-05-04,P010,Aksesori ponsel,aksesoris,25000,61,32,29,725000,0,0,0,campuran,Saturday,1,5,0,cerah,167,4.0
2024-05-04,P011,Buket mini,kerajinan,47000,22,8,14,658000,0,0,0,offline,Saturday,1,5,0,cerah,167,4.6
2024-05-04,P012,Paket hampers,kerajinan,97000,13,5,8,776000,0,0,0,offline,Saturday,1,5,0,cerah,167,4.6
2024-05-05,P001,Paket nasi lauk,makanan_minuman,18000,63,0,63,1134000,0,0,0,campuran,Sunday,1,5,0,berawan,139,4.6
2024-05-05,P002,Minuman kopi susu,makanan_minuman,14000,79,31,48,672000,0,0,0,online,Sunday,1,5,0,berawan,139,4.1
2024-05-05,P003,Snack kemasan lokal,makanan_minuman,9000,122,22,100,720000,20,1,180000,online,Sunday,1,5,0,berawan,139,4.1
2024-05-05,P004,Kaos basic,fashion,62000,32,10,22,1295800,5,1,68200,offline,Sunday,1,5,0,berawan,139,4.2
2024-05-05,P005,Hijab polos,fashion,42000,46,26,20,840000,0,0,0,campuran,Sunday,1,5,0,berawan,139,4.5
2024-05-05,P006,Sandal harian,fashion,55000,22,13,9,495000,0,0,0,online,Sunday,1,5,0,berawan,139,4.3
2024-05-05,P007,Sabun cuci literan,kebutuhan_rumah,17500,51,11,40,700000,0,0,0,campuran,Sunday,1,5,0,berawan,139,4.2
2024-05-05,P008,Beras 5 kg,kebutuhan_rumah,70000,46,22,24,1512000,10,1,168000,offline,Sunday,1,5,0,berawan,139,4.6
2024-05-05,P009,Minyak goreng 1 liter,kebutuhan_rumah,18500,95,54,41,644700,15,1,113800,online,Sunday,1,5,0,berawan,139,4.5
2024-05-05,P010,Aksesori ponsel,aksesoris,25000,98,48,50,1062500,15,1,187500,campuran,Sunday,1,5,0,berawan,139,4.0
2024-05-05,P011,Buket mini,kerajinan,47000,14,6,8,376000,0,0,0,online,Sunday,1,5,0,berawan,139,4.6
2024-05-05,P012,Paket hampers,kerajinan,97500,13,3,10,926200,5,1,48800,offline,Sunday,1,5,0,berawan,139,4.6
2024-05-06,P001,Paket nasi lauk,makanan_minuman,18000,58,13,45,810000,0,0,0,offline,Monday,0,5,0,cerah,93,4.4
2024-05-06,P002,Minuman kopi susu,makanan_minuman,15000,57,18,39,585000,0,0,0,campuran,Monday,0,5,0,cerah,93,4.4
2024-05-06,P003,Snack kemasan lokal,makanan_minuman,9000,91,34,57,513000,0,0,0,offline,Monday,0,5,0,cerah,93,4.5
2024-05-06,P004,Kaos basic,fashion,65500,33,20,13,723800,15,1,127700,offline,Monday,0,5,0,cerah,93,4.5
2024-05-06,P005,Hijab polos,fashion,43000,17,6,11,473000,0,0,0,online,Monday,0,5,0,cerah,93,4.8
2024-05-06,P006,Sandal harian,fashion,57500,18,9,9,517500,0,0,0,campuran,Monday,0,5,0,cerah,93,4.0
2024-05-06,P007,Sabun cuci literan,kebutuhan_rumah,15500,38,14,24,372000,0,0,0,offline,Monday,0,5,0,cerah,93,4.4
2024-05-06,P008,Beras 5 kg,kebutuhan_rumah,67500,24,10,14,945000,0,0,0,offline,Monday,0,5,0,cerah,93,4.8
2024-05-06,P009,Minyak goreng 1 liter,kebutuhan_rumah,20000,49,16,33,660000,0,0,0,offline,Monday,0,5,0,cerah,93,4.2
2024-05-06,P010,Aksesori ponsel,aksesoris,22500,31,16,15,337500,0,0,0,offline,Monday,0,5,0,cerah,93,4.0
2024-05-06,P011,Buket mini,kerajinan,45000,15,7,8,360000,0,0,0,campuran,Monday,0,5,0,cerah,93,4.5
2024-05-06,P012,Paket hampers,kerajinan,94000,8,4,4,376000,0,0,0,offline,Monday,0,5,0,cerah,93,4.6
2024-05-07,P001,Paket nasi lauk,makanan_minuman,18500,58,20,38,632700,10,1,70300,online,Tuesday,0,5,0,berawan,84,4.5
2024-05-07,P002,Minuman kopi susu,makanan_minuman,15000,88,40,48,684000,5,1,36000,campuran,Tuesday,0,5,0,berawan,84,4.3
2024-05-07,P003,Snack kemasan lokal,makanan_minuman,8500,63,24,39,331500,0,0,0,online,Tuesday,0,5,0,berawan,84,4.0
2024-05-07,P004,Kaos basic,fashion,63500,19,13,6,381000,0,0,0,offline,Tuesday,0,5,0,berawan,84,4.3
2024-05-07,P005,Hijab polos,fashion,43500,17,4,13,565500,0,0,0,offline,Tuesday,0,5,0,berawan,84,4.5
2024-05-07,P006,Sandal harian,fashion,52000,14,4,10,520000,0,0,0,campuran,Tuesday,0,5,0,berawan,84,3.9
2024-05-07,P007,Sabun cuci literan,kebutuhan_rumah,17000,31,17,14,238000,0,0,0,online,Tuesday,0,5,0,berawan,84,4.5
2024-05-07,P008,Beras 5 kg,kebutuhan_rumah,74000,16,4,12,888000,0,0,0,online,Tuesday,0,5,0,berawan,84,4.8
2024-05-07,P009,Minyak goreng 1 liter,kebutuhan_rumah,19000,29,8,21,399000,0,0,0,offline,Tuesday,0,5,0,berawan,84,4.3
2024-05-07,P010,Aksesori ponsel,aksesoris,24000,27,1,26,624000,0,0,0,offline,Tuesday,0,5,0,berawan,84,4.0
2024-05-07,P011,Buket mini,kerajinan,43000,13,4,9,387000,0,0,0,campuran,Tuesday,0,5,0,berawan,84,4.5
2024-05-07,P012,Paket hampers,kerajinan,96000,6,0,6,576000,0,0,0,online,Tuesday,0,5,0,berawan,84,4.6
2024-05-08,P001,Paket nasi lauk,makanan_minuman,18000,32,10,22,396000,0,0,0,online,Wednesday,0,5,0,hujan_deras,54,4.9
2024-05-08,P002,Minuman kopi susu,makanan_minuman,14500,23,0,23,333500,0,0,0,campuran,Wednesday,0,5,0,hujan_deras,54,4.3
2024-05-08,P003,Snack kemasan lokal,makanan_minuman,9000,45,0,45,405000,0,0,0,offline,Wednesday,0,5,0,hujan_deras,54,4.3
2024-05-08,P004,Kaos basic,fashion,60000,8,4,4,240000,0,0,0,online,Wednesday,0,5,0,hujan_deras,54,4.2
2024-05-08,P005,Hijab polos,fashion,41000,21,12,9,369000,0,0,0,online,Wednesday,0,5,0,hujan_deras,54,4.5
2024-05-08,P006,Sandal harian,fashion,55500,6,2,4,222000,0,0,0,offline,Wednesday,0,5,0,hujan_deras,54,4.4
2024-05-08,P007,Sabun cuci literan,kebutuhan_rumah,17000,15,1,14,238000,0,0,0,online,Wednesday,0,5,0,hujan_deras,54,4.1
2024-05-08,P008,Beras 5 kg,kebutuhan_rumah,74500,15,0,15,1117500,0,0,0,offline,Wednesday,0,5,0,hujan_deras,54,4.7
2024-05-08,P009,Minyak goreng 1 liter,kebutuhan_rumah,18000,23,3,20,360000,0,0,0,campuran,Wednesday,0,5,0,hujan_deras,54,4.2
2024-05-08,P010,Aksesori ponsel,aksesoris,23500,26,9,17,379500,5,1,20000,online,Wednesday,0,5,0,hujan_deras,54,4.0
2024-05-08,P011,Buket mini,kerajinan,47000,5,2,3,141000,0,0,0,offline,Wednesday,0,5,0,hujan_deras,54,4.9
2024-05-08,P012,Paket hampers,kerajinan,98500,5,3,2,197000,0,0,0,offline,Wednesday,0,5,0,hujan_deras,54,4.7
2024-05-09,P001,Paket nasi lauk,makanan_minuman,19000,67,26,41,779000,0,0,0,offline,Thursday,0,5,0,cerah,118,4.4
2024-05-09,P002,Minuman kopi susu,makanan_minuman,14000,66,30,36,504000,0,0,0,online,Thursday,0,5,0,cerah,118,4.1
2024-05-09,P003,Snack kemasan lokal,makanan_minuman,9000,71,20,51,459000,0,0,0,online,Thursday,0,5,0,cerah,118,4.3
2024-05-09,P004,Kaos basic,fashion,67000,20,5,15,1005000,0,0,0,campuran,Thursday,0,5,0,cerah,118,4.1
2024-05-09,P005,Hijab polos,fashion,41500,25,3,22,913000,0,0,0,online,Thursday,0,5,0,cerah,118,4.6
2024-05-09,P006,Sandal harian,fashion,54000,15,10,5,270000,0,0,0,online,Thursday,0,5,0,cerah,118,3.8
2024-05-09,P007,Sabun cuci literan,kebutuhan_rumah,17500,45,18,27,472500,0,0,0,offline,Thursday,0,5,0,cerah,118,4.2
2024-05-09,P008,Beras 5 kg,kebutuhan_rumah,76000,22,10,12,912000,0,0,0,online,Thursday,0,5,0,cerah,118,4.9
2024-05-09,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,48,10,38,741000,0,0,0,offline,Thursday,0,5,0,cerah,118,4.3
2024-05-09,P010,Aksesori ponsel,aksesoris,23500,34,8,26,611000,0,0,0,offline,Thursday,0,5,0,cerah,118,4.2
2024-05-09,P011,Buket mini,kerajinan,44000,21,6,15,594000,10,1,66000,offline,Thursday,0,5,0,cerah,118,4.7
2024-05-09,P012,Paket hampers,kerajinan,99000,12,7,5,470200,5,1,24800,offline,Thursday,0,5,0,cerah,118,4.6
2024-05-10,P001,Paket nasi lauk,makanan_minuman,18000,69,15,54,874800,10,1,97200,online,Friday,0,5,0,berawan,113,4.4
2024-05-10,P002,Minuman kopi susu,makanan_minuman,15000,78,43,35,525000,0,0,0,campuran,Friday,0,5,0,berawan,113,4.6
2024-05-10,P003,Snack kemasan lokal,makanan_minuman,9000,94,63,31,279000,0,0,0,offline,Friday,0,5,0,berawan,113,4.0
2024-05-10,P004,Kaos basic,fashion,64000,18,5,13,832000,0,0,0,campuran,Friday,0,5,0,berawan,113,4.0
2024-05-10,P005,Hijab polos,fashion,43500,28,10,18,783000,0,0,0,online,Friday,0,5,0,berawan,113,4.5
2024-05-10,P006,Sandal harian,fashion,50500,14,3,11,555500,0,0,0,online,Friday,0,5,0,berawan,113,4.3
2024-05-10,P007,Sabun cuci literan,kebutuhan_rumah,17500,59,13,46,684200,15,1,120800,offline,Friday,0,5,0,berawan,113,4.1
2024-05-10,P008,Beras 5 kg,kebutuhan_rumah,71000,29,13,16,1136000,0,0,0,offline,Friday,0,5,0,berawan,113,4.9
2024-05-10,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,26,0,26,507000,0,0,0,online,Friday,0,5,0,berawan,113,4.4
2024-05-10,P010,Aksesori ponsel,aksesoris,25000,40,23,17,425000,0,0,0,campuran,Friday,0,5,0,berawan,113,4.0
2024-05-10,P011,Buket mini,kerajinan,44000,9,0,9,396000,0,0,0,offline,Friday,0,5,0,berawan,113,4.4
2024-05-10,P012,Paket hampers,kerajinan,93000,16,1,15,1116000,20,1,279000,online,Friday,0,5,0,berawan,113,4.6
2024-05-11,P001,Paket nasi lauk,makanan_minuman,18000,76,29,47,846000,0,0,0,online,Saturday,1,5,0,cerah,153,4.4
2024-05-11,P002,Minuman kopi susu,makanan_minuman,14500,149,47,102,1257200,15,1,221800,campuran,Saturday,1,5,0,cerah,153,4.5
2024-05-11,P003,Snack kemasan lokal,makanan_minuman,9500,126,52,74,703000,0,0,0,campuran,Saturday,1,5,0,cerah,153,4.2
2024-05-11,P004,Kaos basic,fashion,65000,34,9,25,1381200,15,1,243800,offline,Saturday,1,5,0,cerah,153,4.1
2024-05-11,P005,Hijab polos,fashion,42500,42,15,27,1147500,0,0,0,campuran,Saturday,1,5,0,cerah,153,4.4
2024-05-11,P006,Sandal harian,fashion,55500,48,26,22,1037800,15,1,183200,campuran,Saturday,1,5,0,cerah,153,4.2
2024-05-11,P007,Sabun cuci literan,kebutuhan_rumah,16500,42,0,42,693000,0,0,0,offline,Saturday,1,5,0,cerah,153,4.0
2024-05-11,P008,Beras 5 kg,kebutuhan_rumah,72000,55,28,27,1749600,10,1,194400,offline,Saturday,1,5,0,cerah,153,4.3
2024-05-11,P009,Minyak goreng 1 liter,kebutuhan_rumah,20000,65,31,34,680000,0,0,0,online,Saturday,1,5,0,cerah,153,4.7
2024-05-11,P010,Aksesori ponsel,aksesoris,24500,55,11,44,1078000,0,0,0,campuran,Saturday,1,5,0,cerah,153,4.1
2024-05-11,P011,Buket mini,kerajinan,44500,24,11,13,578500,0,0,0,campuran,Saturday,1,5,0,cerah,153,4.8
2024-05-11,P012,Paket hampers,kerajinan,96500,14,0,14,1351000,0,0,0,offline,Saturday,1,5,0,cerah,153,4.7
2024-05-12,P001,Paket nasi lauk,makanan_minuman,18000,97,36,61,1098000,0,0,0,campuran,Sunday,1,5,0,hujan_ringan,131,4.6
2024-05-12,P002,Minuman kopi susu,makanan_minuman,14500,78,25,53,768500,0,0,0,campuran,Sunday,1,5,0,hujan_ringan,131,4.4
2024-05-12,P003,Snack kemasan lokal,makanan_minuman,9500,90,40,50,475000,0,0,0,offline,Sunday,1,5,0,hujan_ringan,131,4.2
2024-05-12,P004,Kaos basic,fashion,68000,19,5,14,952000,0,0,0,online,Sunday,1,5,0,hujan_ringan,131,4.2
2024-05-12,P005,Hijab polos,fashion,41000,31,14,17,697000,0,0,0,online,Sunday,1,5,0,hujan_ringan,131,4.8
2024-05-12,P006,Sandal harian,fashion,55500,17,4,13,721500,0,0,0,online,Sunday,1,5,0,hujan_ringan,131,4.1
2024-05-12,P007,Sabun cuci literan,kebutuhan_rumah,14500,74,23,51,665600,10,1,74000,offline,Sunday,1,5,0,hujan_ringan,131,4.3
2024-05-12,P008,Beras 5 kg,kebutuhan_rumah,74000,28,14,14,1036000,0,0,0,offline,Sunday,1,5,0,hujan_ringan,131,4.7
2024-05-12,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,42,11,31,604500,0,0,0,online,Sunday,1,5,0,hujan_ringan,131,4.5
2024-05-12,P010,Aksesori ponsel,aksesoris,24500,53,17,36,749700,15,1,132300,offline,Sunday,1,5,0,hujan_ringan,131,4.0
2024-05-12,P011,Buket mini,kerajinan,45500,12,0,12,546000,0,0,0,online,Sunday,1,5,0,hujan_ringan,131,4.8
2024-05-12,P012,Paket hampers,kerajinan,97000,10,0,10,970000,0,0,0,online,Sunday,1,5,0,hujan_ringan,131,4.9
2024-05-13,P001,Paket nasi lauk,makanan_minuman,18000,39,14,25,450000,0,0,0,online,Monday,0,5,0,berawan,82,4.4
2024-05-13,P002,Minuman kopi susu,makanan_minuman,15000,47,14,33,495000,0,0,0,online,Monday,0,5,0,berawan,82,4.1
2024-05-13,P003,Snack kemasan lokal,makanan_minuman,9500,68,36,32,304000,0,0,0,online,Monday,0,5,0,berawan,82,4.3
2024-05-13,P004,Kaos basic,fashion,62500,19,11,8,500000,0,0,0,campuran,Monday,0,5,0,berawan,82,4.4
2024-05-13,P005,Hijab polos,fashion,43000,20,12,8,344000,0,0,0,online,Monday,0,5,0,berawan,82,4.3
2024-05-13,P006,Sandal harian,fashion,54500,20,9,11,569500,5,1,30000,campuran,Monday,0,5,0,berawan,82,4.2
2024-05-13,P007,Sabun cuci literan,kebutuhan_rumah,18000,32,13,19,342000,0,0,0,online,Monday,0,5,0,berawan,82,4.4
2024-05-13,P008,Beras 5 kg,kebutuhan_rumah,68500,20,9,11,753500,0,0,0,offline,Monday,0,5,0,berawan,82,4.1
2024-05-13,P009,Minyak goreng 1 liter,kebutuhan_rumah,19000,44,24,20,380000,0,0,0,offline,Monday,0,5,0,berawan,82,4.6
2024-05-13,P010,Aksesori ponsel,aksesoris,25000,22,9,13,325000,0,0,0,online,Monday,0,5,0,berawan,82,3.7
2024-05-13,P011,Buket mini,kerajinan,45000,11,5,6,270000,0,0,0,offline,Monday,0,5,0,berawan,82,5.0
2024-05-13,P012,Paket hampers,kerajinan,92000,12,5,7,644000,0,0,0,campuran,Monday,0,5,0,berawan,82,4.6
2024-05-14,P001,Paket nasi lauk,makanan_minuman,18500,50,28,22,407000,0,0,0,offline,Tuesday,0,5,0,hujan_ringan,83,4.7
2024-05-14,P002,Minuman kopi susu,makanan_minuman,16000,48,23,25,400000,0,0,0,offline,Tuesday,0,5,0,hujan_ringan,83,4.2
2024-05-14,P003,Snack kemasan lokal,makanan_minuman,9000,56,15,41,369000,0,0,0,offline,Tuesday,0,5,0,hujan_ringan,83,4.1
2024-05-14,P004,Kaos basic,fashion,67500,18,7,11,742500,0,0,0,offline,Tuesday,0,5,0,hujan_ringan,83,4.4
2024-05-14,P005,Hijab polos,fashion,41000,16,2,14,574000,0,0,0,online,Tuesday,0,5,0,hujan_ringan,83,4.7
2024-05-14,P006,Sandal harian,fashion,56000,7,0,7,392000,0,0,0,online,Tuesday,0,5,0,hujan_ringan,83,4.5
2024-05-14,P007,Sabun cuci literan,kebutuhan_rumah,16500,40,6,34,533000,5,1,28000,offline,Tuesday,0,5,0,hujan_ringan,83,4.1
2024-05-14,P008,Beras 5 kg,kebutuhan_rumah,73500,17,8,9,661500,0,0,0,offline,Tuesday,0,5,0,hujan_ringan,83,4.6
2024-05-14,P009,Minyak goreng 1 liter,kebutuhan_rumah,20500,39,10,29,594500,0,0,0,campuran,Tuesday,0,5,0,hujan_ringan,83,4.3
2024-05-14,P010,Aksesori ponsel,aksesoris,24500,32,19,13,318500,0,0,0,campuran,Tuesday,0,5,0,hujan_ringan,83,4.1
2024-05-14,P011,Buket mini,kerajinan,45000,14,0,14,504000,20,1,126000,online,Tuesday,0,5,0,hujan_ringan,83,4.4
2024-05-14,P012,Paket hampers,kerajinan,92500,9,3,6,527200,5,1,27800,online,Tuesday,0,5,0,hujan_ringan,83,4.3
2024-05-15,P001,Paket nasi lauk,makanan_minuman,18000,51,12,39,702000,0,0,0,online,Wednesday,0,5,0,berawan,96,4.6
2024-05-15,P002,Minuman kopi susu,makanan_minuman,15000,59,17,42,630000,0,0,0,offline,Wednesday,0,5,0,berawan,96,4.4
2024-05-15,P003,Snack kemasan lokal,makanan_minuman,8500,66,0,66,476800,15,1,84200,offline,Wednesday,0,5,0,berawan,96,4.1
2024-05-15,P004,Kaos basic,fashion,64000,13,3,10,640000,0,0,0,online,Wednesday,0,5,0,berawan,96,4.3
2024-05-15,P005,Hijab polos,fashion,44000,21,0,21,831600,10,1,92400,offline,Wednesday,0,5,0,berawan,96,4.6
2024-05-15,P006,Sandal harian,fashion,57500,13,2,11,632500,0,0,0,offline,Wednesday,0,5,0,berawan,96,4.2
2024-05-15,P007,Sabun cuci literan,kebutuhan_rumah,17000,36,12,24,408000,0,0,0,online,Wednesday,0,5,0,berawan,96,4.1
2024-05-15,P008,Beras 5 kg,kebutuhan_rumah,73500,23,13,10,735000,0,0,0,campuran,Wednesday,0,5,0,berawan,96,4.5
2024-05-15,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,36,11,25,487500,0,0,0,offline,Wednesday,0,5,0,berawan,96,4.3
2024-05-15,P010,Aksesori ponsel,aksesoris,25000,25,11,14,350000,0,0,0,offline,Wednesday,0,5,0,berawan,96,3.9
2024-05-15,P011,Buket mini,kerajinan,45000,17,8,9,344200,15,1,60800,online,Wednesday,0,5,0,berawan,96,4.4
2024-05-15,P012,Paket hampers,kerajinan,96000,4,0,4,384000,0,0,0,online,Wednesday,0,5,0,berawan,96,4.6
2024-05-16,P001,Paket nasi lauk,makanan_minuman,19000,43,12,31,589000,0,0,0,offline,Thursday,0,5,0,berawan,107,4.4
2024-05-16,P002,Minuman kopi susu,makanan_minuman,15000,63,10,53,795000,0,0,0,campuran,Thursday,0,5,0,berawan,107,4.5
2024-05-16,P003,Snack kemasan lokal,makanan_minuman,9000,76,18,58,522000,0,0,0,offline,Thursday,0,5,0,berawan,107,4.3
2024-05-16,P004,Kaos basic,fashion,64500,18,1,17,1096500,0,0,0,campuran,Thursday,0,5,0,berawan,107,4.4
2024-05-16,P005,Hijab polos,fashion,43000,26,13,13,559000,0,0,0,offline,Thursday,0,5,0,berawan,107,4.5
2024-05-16,P006,Sandal harian,fashion,56500,14,0,14,791000,0,0,0,online,Thursday,0,5,0,berawan,107,3.7
2024-05-16,P007,Sabun cuci literan,kebutuhan_rumah,18500,32,18,14,259000,0,0,0,online,Thursday,0,5,0,berawan,107,4.1
2024-05-16,P008,Beras 5 kg,kebutuhan_rumah,74000,19,2,17,1258000,0,0,0,offline,Thursday,0,5,0,berawan,107,4.5
2024-05-16,P009,Minyak goreng 1 liter,kebutuhan_rumah,18500,35,2,33,610500,0,0,0,online,Thursday,0,5,0,berawan,107,4.5
2024-05-16,P010,Aksesori ponsel,aksesoris,25000,21,1,20,500000,0,0,0,offline,Thursday,0,5,0,berawan,107,4.0
2024-05-16,P011,Buket mini,kerajinan,44500,16,10,6,267000,0,0,0,offline,Thursday,0,5,0,berawan,107,4.5
2024-05-16,P012,Paket hampers,kerajinan,96500,11,2,9,868500,0,0,0,offline,Thursday,0,5,0,berawan,107,4.7
2024-05-17,P001,Paket nasi lauk,makanan_minuman,19500,36,15,21,409500,0,0,0,online,Friday,0,5,0,hujan_ringan,68,4.5
2024-05-17,P002,Minuman kopi susu,makanan_minuman,15500,44,7,37,573500,0,0,0,online,Friday,0,5,0,hujan_ringan,68,4.2
2024-05-17,P003,Snack kemasan lokal,makanan_minuman,8500,69,36,33,280500,0,0,0,online,Friday,0,5,0,hujan_ringan,68,3.9
2024-05-17,P004,Kaos basic,fashion,68500,19,5,14,767200,20,1,191800,offline,Friday,0,5,0,hujan_ringan,68,4.4
2024-05-17,P005,Hijab polos,fashion,44500,18,2,16,712000,0,0,0,offline,Friday,0,5,0,hujan_ringan,68,4.9
2024-05-17,P006,Sandal harian,fashion,56500,10,0,10,565000,0,0,0,offline,Friday,0,5,0,hujan_ringan,68,3.8
2024-05-17,P007,Sabun cuci literan,kebutuhan_rumah,17500,34,20,14,245000,0,0,0,campuran,Friday,0,5,0,hujan_ringan,68,4.1
2024-05-17,P008,Beras 5 kg,kebutuhan_rumah,71000,18,11,7,497000,0,0,0,online,Friday,0,5,0,hujan_ringan,68,4.4
2024-05-17,P009,Minyak goreng 1 liter,kebutuhan_rumah,19500,33,18,15,292500,0,0,0,online,Friday,0,5,0,hujan_ringan,68,4.3
